_id,gouvernorat,delegation,superficie,salle_de_bains,chambres,prix,description
34be19ea17002dc3ae597cd3fbc254ce7ad4901de7d5b90bad3fbb2a548f8b4e,Tunis,L Aouina,172,2,4,340000,a vendre un appartement s4 a l'aouina cité wahat \nse compose d'un salon avec balcon\ncuisine avec séchoir \nsalle d'eau et salle bain \n4 chambres dont deux avec dressing \nprix : 340md\npour plus d'info contacter : \n
b5bcd1a1fcdde2505d3489d0e599e5fe95fd4f06ed8ead6bffd92825c235c58f,Tunis,L Aouina,120,1,2,290000,FB.7150\nContacter notre conseillère en immobilier au
9f4b310f3a1fa3eb65ff52304f499f9d79d3d6a51acf75008815d803edc956e2,Tunis,L Aouina,55,1,1,185000,\n\nFB.7136\nContacter notre conseillère en immobilière au
2624fb96db381d61afaceafbbbd84a3483202fc6ce656cbad63b21e2255866ae,Tunis,Ain Zaghouen,73,1,0,210000,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée)\nZM-4137🏡 🔑 C'est le moment d'investir \n📢 A #vendre un appartement s+1 d'une superficie de 73㎡ situé  dans une résidence bien gardée, sécurisée à proximité toute les commodité et sur une route principale.\n📍 Ain Zaghouan \n🔸 Un salon \n🔸 Une cuisine aménagée et équipée \n🔸Une salle de douche \n🔸Une chambre à coucher avec dressing \nPrix :210 000dt \nPour plus d’informations veuillez nous contacter 📲📱"
296da3963371969a1b6838a087ed7cfccd6eb7b8a7ac04ed8db7dc5596cf8b36,Tunis,L Aouina,60,1,1,165000,"A vendre appartement s1 a cité el wahatt\nse compose d'un salon , chambre a coucher , salle de bain , cuisine équipé.\nPrix : 165 mdt\ntél\n"
fbae9cc9ca3bd07c48461566ad65fe4505d35d3738064fcf0cf870f6a5fac778,Tunis,L Aouina,100,1,2,240000,A vendre appartement S+2 haut standing à l'aouina cité wahat\nPrix 240000dt\nContacter:
f4adffa3f29ec68603d2898db217ebb4f3a6ce7f5ee3a8443338162ac05663a8,Tunis,L Aouina,140,2,3,300000,A vendre un appartement s3 a l’aouina citè wahat \nSe compose d’un salon avec balcon \nCuisine avec séchoir \nSalle d’eau et salle de bain \n3 chambres à coucher dont une avec dressing\nDressing au couloir \nVue dégagée \nDouble ascenseurs\nPour plus d’info contacter :
cb5ea2334414c695f9f0ab51ce62a5e22536e4009ee1657bdaff2ff3ee0102b2,Tunis,Ain Zaghouan Nord,85,1,1,0,"A vendre des appartements a ain zaghouan nord dans une résidence R+4 direct promoteur\n\n⏩️ Types d’appartements: \n🛏️ S+1 \n✅ Façades rectilignes, rythmées et harmonieuses \n✅ Aménagement intelligent \n✅ Architecture de qualité \n✅ Emplacement stratégique \n✅ Cadre de vie paisible et sécurisé \nprix : 340md \nsuperficie : 64m² a 85m² \n\n☎️ Pour visiter ou plus d’informations veuillez me contacter au"
abb3439e7d08eaa514559a520d4e17bad544817519fbc7576fda6616bc6a35bb,Tunis,El Manar 2,75,1,3,230000,A vendre chez la Rosa immobilière 🌸🔑un appartement S+2 situé au 2ème étage dans une résidence gardée (sans ascenseur) à Manar2✨ proche de toutes commodité. \nil est composé de : \n* Un salon avec balcon\n* 2 chambres à coucher avec balcon\n* Une salle de bain + salle d'eau\n* cuisine \n* Climatiseur\n- Superficie : 75 m2\n- Papiers : titre bleu en cours\n\nPrix de vente 💰230 mille dinars\nProfitez de cet bel offre et n'hésitez pas de nous contacter : tel
90142dfa0dd37365a4e10037c098a62313a8e83e31ca01b415de4403572f8323,Tunis,L Aouina,2,2,95,225000,FB.7070\nContacter notre conseillère en immobilière au
7b59a625c324880dc675e5f99f2c4154993c8b152163be8319e480201190e99d,Tunis,L Aouina,56,1,1,190000,#Réf 92V\nÀ vendre une agréable appartement s1\n📍 Aouina wahat\n\nPrix 190.000 MD 💰💰 négociable\n2ème étage avec double ascenseur\n\n✅Kitchenette américain équipé ouvert sur un Salon lumineux avec balcon\n✅Chambre à coucher\n✅Salle d'eau avec cabine de douche\n✅Chauffage centrale et climatisation\n\nSuperficie 56 m2 📐\n✨✨Haut standing\n\n
6b1ce65cca60402cb05a873ceeab6067041248aeb2a8f15bb5246b889226cddf,Tunis,El Manar 2,145,1,3,265000,L agence Branché Immobilière vous propose à la Vente un spacieux appartement en  s+3 au 4éme étage avec ascenseur à El Manar 2 à coté café Folla dans une résidence calme et sécurisée par des caméras de surveillance et des gardiens de jour et nuit \nSuperficie : 145 m² \n3 Chambres à coucher\nUne cuisine équipée avec une salle à manger\nUne salle de bain commune \nUn grand salon avec un balcon vue paronamique\nUn grand dressing \nUne place de parking\nPrix : 265 000 Dt (négociable) \nTitre collectif \nPour plus d’informations Veuillez nous contacter sur :
af6600e13284b72b35410d527fe63eb6cf11058ac11c7650e21dc8e6c523ad88,Tunis,L Aouina,-100,1,2,255000,🏡 A vendre appartement S+2 à cité Wahat \n✅ Superficie 100 m2\n✅ place de parking sous-sol \n✅ Cellier \n🔴 Prix : 255000 dt\nPour plus d’informations merci de contacter votre agence immobilière sur ☎️
5570292578ba91fc4ffa8c968f3e08afd7c7dc7de27c32bdab5a4257d074062f,Tunis,L Aouina,124,1,3,320000,"Bonne affaire a ne pas rater A vendre appartement a l'Aouina dans une résidence trés calme R+2 au 2éme étage se compose de : salon salle à manger avec balcon ,3 chambres à coucher,2 dressings ,salle de bain +salle d’eau , cuisine,séchoir ,chauffage central ,place parking au sou sol + célier.\nsupérficie :124 m²\ntitre bleu\nprix : 320 MD\nNous serons là pour vous aider à faire le bon choix.\nQuel que soit votre budget nous ferons de notre mieux pour vous servir .\nPour plus d'information veuillez contacter\nl'agence Tunital Immobilière\n"
4f7017980db449418c2b617d4bd5bab30f278730c0d25164b2ad6c2fa2c51f5f,Tunis,L Aouina,118,1,2,355000,FB.6184\n\nContacter notre agent en immobilière au
f9a43207466ea8c6ef16db0fac2c24dda94effb924a2a6a67f0be9315568d257,Tunis,El Menzah 9,285,3,3,620000,"🍉 À vendre : Superbe appartement S+3 de 285 m² avec un magnifique jardin de 100 m² ⛲️\n📍 Localisation : El Menzah 9C, dans un quartier résidentiel chic et paisible.\nCaractéristiques : 🔸 Espace de vie : Salon spacieux et salle à manger conviviale\n🔸 Cuisine : Entièrement équipée et moderne\n🔸 Chambres : 2 chambres enfants avec dressings intégrés\n🔸 Suite parentale : Avec dressing privé\n🔸 Salles d'eau : Salle de bain et salle d’eau pour invités\n🔸 Extérieur : Jardin et terrasse accueillants\n🔸 Parking : Place réservée au sous-sol\nSuperficie :\nIntérieure : 185 m²\nExtérieure : 100 m²\n🛑 Pour plus d'informations, contactez-nous au 📱"
8140f2e95fbe2cfa563b9a7f1c8d51d94730d09ce8a5f2c8b8c0576f02c011f9,Tunis,L Aouina,187,2,2,504000,"Prix de vente : 504 000 DT\nSuperficie : 187 M²\nType : S+4\nAdresse : Wahat\nA vendre un Appartement S+4 haut standing dans une nouvelle résidence à Cité Wahat pas loin du Municipalité, Il se compose d'un spacieux salon, Une cuisine bien équipée ouvert sur un séchoir, une salle d’eau pour les invitées, une suite parentale avec salle de bain, trois chambres à coucher avec dressings partagent une salle de bain.\nL’appartement est équipé par chauffage central et climatiseurs.\nNB : L’enregistrement est 1%.\nContacter notre conseiller en immobilier au"
7156231327a99de56fb1bae0f07b8c5bb220c98640e205b0886ba3b8e753f332,Tunis,L Aouina,65,1,1,190000,"Prix de vente : 190 000 DT\nSuperficie : 65 M²\nType : S+1\nAdresse : La Soukra\nA vendre un Appartement S+1haut standing au Rez-de-chaussée dans une résidence R+2 à Soukra pas loin du Résidence Elyes, Il se compose d'un spacieux salon, Une cuisine bien équipée ouvert sur un séchoir, une chambre à coucher avec dressing et une salle de bain.\nL’appartement est équipé par chauffage central et climatiseur.\nPlace du parking est disponible au sous-sol.\nContacter notre conseiller en immobilier au"
80816d0909312778389ad62c2c63a9878f1004a3893dbeeaaa3845e812b704a5,Tunis,L Aouina,134,1,3,340000,"Prix de vente :340000dt\nSuperficie : 134m²\nType : S+3\nAdresse : El Aouina\nA vendre un appartement S+3 au 5éme étage avec un ascenseur dans une résidence bien sécurisée à El Aouina. Il se compose d’un cuisine bien équipée plaque, hotte, four plus un séchoir, 3 chambres à coucher et salle de bain et un balcon. L’appartement est installé d’un chauffage central et climatisation plus place de parking.\nContacter notre conseillère en immobilier au"
84acfdebc3f3f14432344215c7d0208c15513626ccc5e8d6965b694b8195ba62,Tunis,Ain Zaghouen,1,2,,480000,Prix de vente : 480000 Dt\nSuperficie : 120 m²\nType : S+3\nAdresse : Ain Zaghouan\nContacter notre agent en immobilier au
3d3d083b4364655d2700d99fc25acd4704cf056bd966119d7b91c46272fdce84,Tunis,L Aouina,78,1,1,180000,"Prix de vente : 180 000 DT\nSuperficie : 78 m²\nType : S+1\nAdresse : Cité El Ghazela\nA vendre un appartement S+1 au 3ème étage dans une nouvelle résidence située à Cité El Ghazela près Salle de fête OPERA, il se compose d’un salon spacieux, une kitchenette bien équipée avec séchoir, une chambre à coucher avec dressing et une salle de bain.\nL’appartement est installé d’un chauffage central et climatiseur.\nPlace parking est disponible.\nContacter notre conseiller en immobilier au"
28beedbf514bd6e84d91da52828d30aa2ce51e35c04c36f1167ef93f1c588da5,Tunis,Gammarth,128,1,3,0,"Un étage de villa de charme avec une entrée indépendante situé dans un quartier résidentiel à Gammarth Village. A L'entrée, On a un salon avec balcon, une cuisine avec séchoir, 3 chambres et une salle de bain. Pour tous les renseignements, Contacter L’agent sur le"
12f5ebce9fe051135db874e0e466e637a2f0e1352081f39a4954f39567c838ce,Tunis,Ain Zaghouan Nord,207,1,3,1090950,"Prix de vente: 1 090 950dt\nSuperficie: 207,8 m²\nType: S+3\nAdresse: AIN ZAGHOUAN\nContacter notre conseiller en immobilier au"
58b184d0b5b3eb7cc01253ffb80d523690ee92874637f786ec25e38e0055d0db,Tunis,Cit Olympique,100,2,3,250000,"À vendre : Appartement S+3\nEmplacement : Cité Olympique, près de MG et de toutes les commodités.\nDétails de l’appartement :\n    État : Assez bon\n    Étage : 1er (sans ascenseur)\n    Superficie : 100 m²\n    Composition :\n        Salon lumineux avec balcon\n        Cuisine avec séchoir\n        Salle d'eau pour invités\n        3 chambres à coucher\n        Salle de bain\n    Caractéristiques :\n        Sans vis-à-vis\n        Bien orienté\n        Titre bleu\nPrix : 250.000 (négociable)\nOpportunité : Idéal pour un investissement locatif.\nPour plus d’informations ou pour visiter, n’hésitez pas à nous contacter sur :"
5a4dba96f457ad123f72291e9c9465df7c4cc1555c4d09f6cafcdd0167cb1850,Tunis,L Aouina,100,1,2,225000,"A vendre un appartement S+2 situé à l'Aouina 6 ème étage et se compose comme suit:\n\n- Un salon lumineux\n-Une cuisine équipée avec un séchoir\n-Une salle de bain rénovée\n-Une chambre parentale avec balcon\n-Une deuxième chambre avec dressing\n\nDes travaux de staff ont été effectués en 2015(faux plafond au salon, la cuisine, la salle de bain et la chambre parentale)\n\nPour toute information supplémentaire veuillez nous contacter aux numéros suivants:\n\n"
a7a6e7452780c8daf98c0f35cc34d3b76277e5eaca802b7740d221ad3fe186b3,Tunis,El Manar 1,1,1,40,95000,
865957e35b0a470e8a2bb34f49d3a4897d5f2cfe42ed26ff3ef274b1ee66a92b,Tunis,L Aouina,55,1,1,165000,
0ed28c2384a394d3aa54cf46e70b6ac6c813d2836e50895c98d372c21c3cf610,Tunis,L Aouina,75,1,1,260000,"Prix de vente : 260000 DT\nSuperficie : 75 m²\nType : S+1\nAdresse : El WAHAT\nA vendre un appartement s+1 jamais habité au 5éme étage située a Cité El WAHAT. Il se compose d’un salon avec balcon, une kitchenette bien équipée avec séchoir, une chambres à coucher avec dressing et une salle de douche.\nl’appartement est équipé de chauffage central et climatiseur avec un place de parking sous-sol.\nEnregistrement 1%\nContacter notre conseiller en immobilier au"
192c6a988c34579422fe3636ce5f632b43d6de424886b47f8f114fb599ffd7ee,Tunis,Tunis,100,1,4,164999,a vendre un appartement a rue de Marseille composeé de salon et 3 chambres  avec 2 balcons sur la rue .   avec titre . Prix: 165 000 D tel:
96414d9513370f23f0a4be188d9f2f28fa3751a9edde970f7f7b9a7d15848981,Tunis,L Aouina,90,1,1,245000,FB.6889\nContacter notre conseiller en immobilier au
14dd290445912e08ed557c0716d4545a0365ac452484ef3ea06a70588ebb4cc1,Tunis,El Manar 1,90,1,2,210000,"A vendre appartement S2 à Manar 1\nDe superficie 90 m2\nTF\nSe compose d'un salon avec balcon, une chambre à coucher,une chambre d'enfant,une cuisine avec séchoir,une salle d'eau,une salle de bain.\npour plus d'information contactez nous à"
1a322e23fbd4b3eb47ba12ce6d13944d66db681b54a6e2914b5dec7d0cfc5e5e,Tunis,Ain Zaghouan Nord,172,1,3,750000,"🏡🔑 S+3 à vendre 🏡🔑 direct promoteur \n📍 Ain Zaghouan nord \n#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée)\nZm-4255📢 A #vendre un coquet appartement s+3 d'une superficie de 172㎡ situé dans résidence  bien gardée et sécurisée avec une grande piscine collective, une grande salle de sport équipée et une aire de jeux gazonnée pour les enfants.\n📢 Opportunité idéale d'investissement  ou habitation 🔑\nIl se compose de :\n🔸 Un salon donnant sur un balcon \n🔸 Une cuisine aménagée et équipée \n🔸Deux chambres à coucher\n🔸Une salle d'eau invités \n🔸Une suite parentale \n🔸Une salle de bain\n🔸Une place de parking \n✅ Prix : 750 000dt\n🏡 🔑 C'est le moment d'investir \nPour plus d’informations veuillez nous contacter 📲📱"
c8ac4fa2f0621f659a438f177421ad17cad2b3402d9fa3634125e9f963cc6d3d,Tunis,Gammarth,140,0,2,385000,
3d1b3fffa7f55bfdf862cdc3cfefb1bda51cff8b7ec27b9b2050133de37420dc,Tunis,L Aouina,116,1,0,288000,
39a9b1b3490808ceec8dff0f7d70186c9e89083d192e507a0c783ab14a6a956b,Tunis,Carthage,128,1,3,310000,"Un appart de charme au 1er étage situé dans une résidence à Carthage Byrsa. A L'entrée, On a un salon, une cuisine avec séchoir, une salle d'eau, 3 chambres et une salle de bain. Cet appart dispose d'une climatisation et du chauffage centrale. Pour tous les renseignements, Contacter L'agent sur le"
a3bfc365b9b6c09cd4ebb518b0eb528c33203c8e85b43f47d63378ea87c6e5ac,Tunis,La Marsa,2,,,210,
e1ee97d9030f3a4f849c532e1665772fa259580ef79a0ed78afa272713a962f7,Tunis,L Aouina,95,1,2,250000,
7b1e89ad927c8bf7a474d5144aae1f1f6737baedd0af9a3287f0af6da797afe0,Tunis,Jardins De Carthage,172,3,3,825000,"\nUn luxueux appart de très haut standing au 1er étage situé dans une résidence calme et chic aux Jardins de Carthage. À l’entrée, On a un spacieux salon avec balcon, une cuisine bien équipée avec séchoir, une salle d’eau pour les invités, une suite parentale avec dressing et 2 chambres avec dressing et une salle de bain commune. Cet appart dispose d'un cellier, 2 places de parking au sous-sol, une climatisation Split, chauffage central, double ascenseur et double vitrage.  Pour plus de renseignements, contacter l’agent sur le"
57fa17ac3a4c293e140bf58df0bf337d954b6f7bc4b9ca038b9ab31d1b2e84d1,Tunis,El Omrane Suprieur,95,1,3,170000,
3cb30af585155cb51e7133ae0595267542c5c8e895b2a45e4f7dc4a834896a82,Tunis,Ain Zaghouen,84,1,1,210000,
1255fa8172bfcf394192d0e8f1d3316ebb8ff127192ae70bf40c970e7d3899fa,Tunis,Monfleury,150,2,3,250,"A vendre un appartement s+3 très propre à Montfleury situé au ler étage dans une résidence Eya gardée et calme.\nL'appartement est composé d'un salon avec balcon,3 chambres à coucher spacieuses, une cuisine équipée avec séchoir, une salle de bain et une salle d'eau.\n ==›Place de parking disponible\n==›  titre foncier indivicuel, vente sans intermédiaire, pas d'agence, prix négociable, les visites sur rendez-\nVous Pour plus d'info merci de contacter:"
7c406343b36c201decf4ee283852f2786b800367555910f2d9934a22a5a89b02,Tunis,Sidi El Bchir,95,1,2,157000,a vendre un  jolie appartement s+2  au plein centre ville sidi bechir Tunis  cuisine avec séchoir avec un douche  grande sallon avec balcon 2 chambre avec placard tel
1bf04da4b366754e54e4e1a7ae75cd6a95e5f19bca89fb97a062c65d5d9bffe6,Tunis,Ain Zaghouan Nord,70,1,1,256000,"\nUn appart S1 direct promoteur au 3 éme étage avec une double ascenseurs situé dans une résidence à Ain Zaghouan Nord. A l'entrée on a un salon donnant sur une terrasse, une Cuisine équipée , une chambre et une salle d'eau. Pour plus de renseignement veuillez contacter l'agent sur le numéro"
84edd6563b962974f22e5daee7fcd0642873892aa5478088f6e6278a24d13858,Tunis,La Marsa,160,1,2,300000,#Réf 26V\nÀ vendre Un spacieux  Appartement S2 de 160m2 avec un grand terrasse vue dégagée au 3ème étage d'une résidence privée \n📍 Suite à la marsa route de relais\n\n✅ Il se compose comme suit :\n ✨ Salon salle à manger \n ✨ Cuisine équipée \n ✨ Salle de douche avec cabine \n ✨ 2 Chambres à coucher  \n ✨ Chauffage central et Climatisation \n \nPrix 💰300. 000 MD\n   Pour planifier une visite merci de contacter notre agent immobilier sur cette numéro\n
ba31670a3365902caab3f10ec80141ef0b3f38f35951b19cac4d523b5d5737cc,Tunis,L Aouina,1,1,60,255002,A vendre S+1 directe prometteur à l'aouina avec place parking et grande terrasse. \ncontacter
a2ca4e01d104b80fccb5ed57a0f34c79fce099d01f0c3f0d5116b966ff66e323,Tunis,Tunis,,,,,"S+3 + cuisine + salle de bain\nTunis, Rue Jamel Abd el Naser\nPlus d'Info :"
6509b1918b14c26bc4f613b7230ff25dfd003509b1545a181c41442503260544,Tunis,Jardins De Carthage,109,2,2,724000,
e3f5fa47ddf86528a38f5eafee320779a589d33a2e2c6c01eae4eed178f6c62f,Tunis,Sidi El Bchir,95,1,3,130,
54b5debdfc47055892c6744dad1ce43628e1092424274ad02f91d4c7996982bb,Tunis,La Marsa,168,1,0,550000,#vente\nNotre agence immobiliére Mami immo vous propose la Vente d'un appartement S+2 au 5éme étage situé à La Soukra (prés de carrefour express ) .\n🔘Superficie : 168 m² \n🔘Un grand salon avec balcon\n🔘Une spacieuse cuisine bien équipée avec un séchoir\n🔘Une chambre avec dressing \n🔘Une chambre avec balcon\n🔘2 places de parking \n🔘Un cellier\n  \n🔴Prix : 550 MD négociable\n\n ➡Pour plus d'informations⬅\nN'hesitez pas de nous contacter sur : \n📲
5b841ca0e9b6b0c3aa68df6fee7d1f20530ea1ba63b45e7a46bb967a07224916,Tunis,Tunis,165,3,4,385000,"Un coquet appart situé au 6éme et dernier étage dans une résidence de haut standing avec double ascenseurs à Alain Savary. A L'entrée, On trouve un salon avec balcon, une cuisine équipée avec séchoir, une salle d'eau pour les invités, une suite parentale, 3 chambres avec dressing et une salle de bain. Cet appart dispose également d'un cellier et une place de parking au sous-sol. Pour tous les renseignements, Contacter l'agent sur le"
56267664407ac2ee7c89dfaa13dd07eb0cafc320300fbe328a44bbdefa1d3e2f,Tunis,Ain Zaghouen,101,1,2,540000,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée)\n🏡🔑 S+2 à vendre 🏡🔑 Direct promoteur \nZM-4222📢 A #vendre un coquet appartement s+2 au rez-de-chaussée d'une superficie de 101㎡ situé dans résidence récemment construite bien gardée, sécurisée possédant une entrée indépendante.\n📢 Opportunité idéale d'investissement  ou habitation 🔑\n📍 Nouvelle Soukra \n🔸 Un salon donnant sur un jardin \n🔸 Une cuisine aménagée et équipée \n🔸Une salle de douche\n🔸Deux chambres à coucher \n🔸Un jardin \n✅ Prix :540 000dt\n🏡 🔑 C'est le moment d'investir \nPour plus d’informations veuillez nous contacter 📲📱"
ebacdff7de1d503f8ede8544f45e3762ae54299fdd66646e17b7916b6e1a2aa6,Tunis,Ain Zaghouen,160,1,3,1,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agréée )\nIB-4042 :  A vendre un appartement à #Ain Zaghouan #les palmeraies pas loin de Aziza dans une résidence gardée et sécurisée avec place parking sous sol et double ascenseur.\n-Un spacieux S+3 de standing au 6 -ème étage.\n✅-Contient : \n-Une entrée qui dessert un spacieux salon marbré avec balcon.\nUn hall qui dessert une cuisine avec séchoir et une salle d'eau invitée.\n✅-La partie nuit séparée avec une porte se compose d'un couloir avec rangement, une suite parentale avec salle d'eau douche, \n2 pièces avec placard et salle de bain commune.\n-Un appartement de bonne orientation, spacieux d'une superficie de 160 m² , équipée de chauffage central, des climatiseurs dans chaque pièce.\n✅ Pour plus d’informations veuillez contacter Mme Imen au\n"
2d119dc70c8b27623e920502625faaf432812701e407f56b3279981a552095b8,Tunis,La Marsa,150,1,3,220000,"Un RDC de Villa sur un terrain de 150m² situé dans un bon quartier à Jbal Khaoui, La Marsa. A L'entrée, On a un salon, une cuisine, 3 chambres et une salle de bain. A L'extérieur, On a une terrasse. Pour tous les renseignements, Contacter l'agent sur le"
723d356a347b6d8f114611c63c1e220968e9c975d41807b053c583a9815231aa,Tunis,Monfleury,120,1,2,250000,"Un appart de haut standing au RDC situé dans une résidence à Monfleury. A L'entrée, On a un salon donnant sur une terrasse, une cuisine avec séchoir, 2 chambres et une salle de bain. . Pour tous les renseignements, Contacter l'agent sur le"
220fd943e7516860d52bee74d806daef0ffc0a88a6ce5f8e1fea653302af95b6,Tunis,L Aouina,117,2,2,320000,A vendre un magnifique appartement s2 a ain zaghouan avec abri voiture \nSe compose d’un salon avec balcon \nSalle d’eau et salle de bain \nCuisine équipée avec séchoir \nDressing au couloir \n2 chambres avec dressing \nSuperficie : 117m2 \nPrix : 340md \nPour plus d’info contacter : \n
7077f21042f2a044c0e7b7bd91e5600d89ddd145408e610eecad0bfab5d3845b,Tunis,Tunis Belvedere,1,1,À Vendre,0,"A Vendre S+0 à Lafayette, 2ème étage, \nCuisine, SDB , Gaz de ville, Climatisation split SAMSUNG, Balcon.\nà 200m Carrefour Market Lafayette\nà 100m Station métro 2 (Mohamed V)\nà 300m école primaire rue Inde\nConvient investisseur/ cadre / étudiant.\nPour RDV, veuillez contacter :"
780be5ad589d8f0df32757e3cc93c63ec832c9909c6cb00f61a50e7d9717938f,Tunis,Centre Ville Lafayette,60,1,2,120000," a vendre appartement salon+2 ,salon (westya)cuisine ,salle d'eau à lafayette,tunis, prix tres tres très intéressant et  negociable,tel :"
91f39cab10d38507504dda6053a79ea6e9512209eb8b4a744347e35d600e2604,Tunis,Autres Villes,1,2,1,120000,a vendre appartements . Tel :
3f067feda35e8c1b52717572903c91c6c75975426b85e54123d52f120fcaef36,Tunis,Ain Zaghouen,115,1,2,290000,L’agence immobilière #detoitentoit vous propose pour la vente un appartement en S+2 de 115 m² situé à Ain Zaghouan dans une belle résidence sécurisée au 3eme étage \nEmplacement : Ain Zaghouan \nType : Appartement\nTypologie : S+2\nIl se compose de :\n– Un salon avec balcon\n– Une cuisine aménagée en plus d'un séchoir \n– Deux chambres à coucher dont l'une avec placard \n– Une salle de bain\n– chauffage central.\n– Une place de parking au sous-sol \nPapiers en règle \nPrix : 290 000 dt\n\nPour plus d’informations veuillez nous contacter sur le
0d4c16cb60233ee6e6e8d5b614910b6b61ae23f9d41f465116a41ad79fd98a77,Tunis,Cit Olympique,90,1,3,1,
9a6762d2a7f781cc4bc978c77e533320a7a0ffc43f53ac064fa14ff94becf631,Tunis,Ain Zaghouan Sud,130,2,3,350000,
b2f3be510f9dfd15f4aac3e57dfa934ad3939cf5d377f47ee596538537b166b0,Tunis,La Marsa,354,3,3,2200,"\n\nSaisissez l'opportunité d'acquérir cet immeuble de type R+3, idéalement situé au cœur d'un quartier dynamique et recherché. Parfait pour un investissement locatif ou un projet de rénovation, cet immeuble offre un potentiel exceptionnel.\n\nCaractéristiques de l'immeuble :\n\nType : R+3 (Rez-de-chaussée + 3 étages)\n\nSuperficie totale : 379 m²\n\nNombre d'unités : 5\nappartements avec possibilité de transformation\n\nRez-de-chaussée : s+4 actuellement loués, offrant un revenu stable\n\nÉtage 1 : 1appartements de 3 pièces chacun, lumineux et en bon état\n\nÉtage 2 : 1 appartements de 3 pièces avec balcons, vue dégagée\n\nÉtage 3 : 1 grands appartements duplex avec terrasses privatives\n\n\n\nAutres détails :\n\nEtat général : Bon, quelques travaux de rénovation à prévoir\n\nProximité : Écoles, transports en commun, commerces à proximité immédiate\n\nRevenus locatifs : Actuellement partiellement loué, possibilité d’optimisation des loyers\n\nParking : Parking privatif devant l’immeuble avec garage pour 3 voiture\n\n\nPoints forts :\n\nExcellente localisation en zone urbaine attractive\n\nFort potentiel de rentabilité\n\nImmeuble sécurisé avec interphone et système de vidéosurveillance\n\n\nPrix : 2200(négociable)\n\nPour plus d'informations ou pour organiser une visite, contactez-nous au"
0e48f5fd6cfd878cf9f460bba9cd2fd179708d8892f37a4a5d0e7067ec69e313,Tunis,L Aouina,1,1,51,177999,FB.6887\nContacter notre conseillère en immobilière au
94b31b50436b8e4bacfd9042aed1533562f140c25e95bfef1a86e611af99371e,Tunis,Ettahrir,100,1,3,180000,
43a8a5c9e32cfac4e970e3ae291bb1e8b152540d8358fe903e70b23507e7b06e,Tunis,El Manar 2,135,2,5,260000,A vendre appartement  S+4  a el manar 2 d'une superficie de 135 m² avec titre foncier individuel située au 4e étage un appartement par étage \nl'appartement est composé d'un salon salle à manger de 4 chambres à coucher dont une chambre avec placard d'une salle de bain et une salle d'eau cuisine meublée avec séchoir il est doté de chauffage centrale de 3 climatiseurs \nprix de vente 260 000DT\npour plus d'informations veuillez nous contacter au
eb820d7b1bafc23f80abdb9c7553e99c749a5c3d0620b241afd607d388faa646,Tunis,Jardins De Carthage,90,1,1,320000,
a68f5c681f55e11a014bee5fb3c09cb3beb662b9ced2f22d1b209da1baa0ce87,Tunis,El Menzah 9,180,3,3,1,"Profitez de cette dernière occasion d'investir avant l'augmentation de la TVA ! Ne tardez pas, agissez avant 2025 !\nإملك توا و إربح 6% قبل تغيير قانون المالية\nÀ partir de 01/01/2025, la TVA sur les biens immobiliers passera de 13 % à 19 %.\nSignez votre promesse de vente avant la fin de 2024 !\nRésidence THE GARDEN MENZAH 9C-TUNIS\nAppartement de luxe a vendre S1 / S2 / S3 / Duplex\nN'hésitez pas à nous contacter au :\nMobile / WhatsApp :"
41216825ec4c1faabb8d0d4717d9317964ee5910c1b30387f4329f15a8dd9cbb,Tunis,Centre Ville Lafayette,120,1,5,220000,"A vendre spacieux appartement au centre ville, rue chedli kallala au 1er étage, constitué d'un grand salon-séjour ouvert, 3 chambres à coucher, sdb, cuisine avec courette, rangements et placard. Près de l' hôtel Campanile El Mechtel et de toutes les commodités, convient pour habitation ou professionnel . Peinture entièrement refaite à neuf. Papiers en règle. Visites sur rdv les week-end. Tél& WhatsApp"
cad6eaf7dafff7db1ea428f42a9604faebfda371b47f8e32f34bc6396f41fbe4,Tunis,Ain Zaghouen,1,1,,1,Av ou à louer app s+1 meublé de 74 m2  au 6ème étage double ascenseur chambre à coucher avec un grand dresing salle de bain douche à l italienne cuisine avec coin de repas et bien équipé sallon avec une terrasse climatiseur et chauffage central ☎
11b6488a3c7688b28839ec47ab9901c44dea5fde84fef9e5cae049fb139046a3,Tunis,El Menzah 9,107,1,3,350000,"Particulier vend un appartement de 107 m2 à el menzah 9 A prés de Centre Makni.\nIl se compose d'un salon, 3 chambres à coucher avec dressings, une salle de bain rénovée, une salle d'eau et une cuisine rénovée et bien équipée avec un séchoir et un balcon au salon.\nL'appartement se situe au 1er étage. \nPrix: 360 Milles dinars légèrement négociable.\nCurieux et AGENCES s'abstenir svp! \nPour plus d'info contactez le:"
bffa5fde2328a58524d786c19e090aa04a909a938fb6b4f67d6f144a09bc8d6b,Tunis,Ain Zaghouen,147,2,3,335000,
